;Column1;level_0;Id;Text;Label
410;410;41004;41004;"@nomadenfrau @starkwatzinger Klatschen auf Balkon, moment da hatte ich heute morgen Idee..Wie wär mit wir gehen alle raus auf die Balkone, Strassen und rufen gemeinsam ""Halt die Fresse FDP""";Choose�
411;411;56543;56543;@GordonRepinski @larsklingbeil Die BRD liegt historisch mit ihrer Einstellung falsch. Es war Deutschland, die im 2. Weltkrieg Russland angegriffen hat. Mit Besserwisser Mentalität wird keinem geholfen. In Osteuropa müssten mindestens 750.000 Mann und Technik installiert werden!;Choose�
412;412;38857;38857;@csu_bt @cducsubt @_FriedrichMerz Ihr seid doch ein verlogener Haufen.;Choose�
413;413;15643;15643;"@EskenSaskia @Bundeskanzler @OlafScholz @derspiegel Ich lese es und lese nochmal und kann immer noch nicht glauben, daß dasteht, was da steht. 
Erst KRIEG KRIEG KRIEG.
Aber weil Olaf jetzt nach dahin gefahren ist, brauchen sich die Bürger keine Angst mehr machen tun.
Glaubt ihr euch doch selber nicht.";Choose�
414;414;64667;64667;@MNiemann8 @SteffenKotre Schleich dich du Troll mit 0 Followern.;Choose�
415;415;25332;25332;@AntiPanikMacher @Mona81976221 @Ralf_Stegner @Karl_Lauterbach Seit Anfang Februar steigen die Todeszahlen wieder. Was irgendwie logisch ist, wenn die Inzidenzen steigen. Das sagt die Statistik. Keine Ahnung, in welche Glaskugel Du so schaust, aber langsam wundert mich bei dem Quatsch, den Du erzählst gar nichts mehr;Choose�
416;416;71058;71058;"@JvIsequell @jos_fritz @m_klarname @KathrinAnna @JvIsequell Du kickst Dich mit Deinem Dreck selbst ins Abseits.
Leute wie Du müssen zurückgelassen werden.";Choose�
417;417;81354;81354;"@milbrath_pierre @AnAudretsch Ich verstehe nicht was es bringen soll, mit einem Haufen lärmender Pfeifen zu sprechen. Die einzige Aufgabe die die Afd für sich beansprucht, ist es dagegen zu sein. Wären die Altparteien allesamt Klimaskeptiker, wäre die Afd die ""einzige, bürgerliche Klimaschutzpartei"", Wetten?";Choose�
418;418;9506;9506;"@PaulaPiechotta Krank ist krank und also Mist.
Krankenhaus nötig ist schon großer Mist.
 Wer erlaubt sich diese Selektion?
Oder geht es doch ums Geld.";Choose�
419;419;12433;12433;@jamila_anna ich habe den Vertrag zur Bildung eines Verbrechertribunals mitunterzeichnet, der findet in Nürnberg statt, dort werden alle angeklagt und hoch verurteilt die für eine Impfpflicht sind weiters betrogen haben und falsche Aussagen getätigt haben. Ihr seits am Arsch;Choose�
420;420;74479;74479;@ARD_BaB @emiliafester Lächerlich;Choose�
421;421;81870;81870;@DJanecek Ja. UND Wenn SieUnd ihre Kollegen weiterhin den Bock schieben Schulen NICHT Pandemiesicher zu gestalten, wird es immer und immer wieder zu Präsenzausfällen kommen. Und das ist ihre Schuld. Schülerinnen haben an Schulen ein Recht auf Gesundheits- und Infektionsschutz.;Choose�
422;422;81343;81343;@AnAudretsch Was sind Sie nur für ein Clown. Von der Form, inhaltlich auch nur einen Beitrag zu leisten einmal ganz abgesehen. Erbärmlich.;Choose�
423;423;45155;45155;@Karl_Lauterbach Vieleicht sollte man daran arbeiten das jeder Bürger geimpft ist ohne Pflicht als immer die selber zu impfen;Choose�
424;424;30233;30233;"@Nutzernameneu @SusanneBaessler @OlafScholz @larsklingbeil @spdde @spdbt @c_lindner @christianduerr @MarcoBuschmann @fdp @fdpbt @_MartinHagen @fdpbay frage als Bürger : wofür ist ein BMG nochmal zuständig ?
ps : mein Hausarzt fummelt in meinem Haus auch nicht an der Elektrik rum, ist mir zu gefährlich ...";Choose�
425;425;18236;18236;@ChristianHirte Fresse halten. DU bestimmst nicht über meinen Körper. Dämlicher Mann. Von nix ne Ahnung aber ganz weit das Maul aufreißen.;Choose�
426;426;6182;6182;@MartinM03187281 @DirkSpaniel du bist kein realist. du bist ein träumer, der denkt, dass sich deutschland aus dem internationalen gefüge entkoppeln könnte. und du vergisst, dass deutschland verantwortung trägt. aber naja...;Choose�
427;427;46152;46152;"@Karl_Lauterbach Kann man gerne so sagen als Pharmalobbyist.
Mich würde ihre Meinung interessieren, wenn Dr Frank Waimer von der DHU mit einem größeren Koffer voller Geld kommen würde.";Choose�
428;428;670;670;@SsamanMardi Weil @dieLinke schon ganz lange nichtmehr das is , was wir alle mal dachten. Das is nur ein Haufen verwirrter Menschen geworden. Leider. @SWagenknecht @HeikeHaensel @SevimDagdelen @DietmarBartsch und wie die alle heißen. Der einzige , der noch Peilung hat ist @GregorGysi … 🍀✌🏼;Choose�
429;429;39713;39713;@francalehfeldt @NancyFaeser @christophploss @OlafScholz @ntvde Es ist so lächerlich.;Choose�
430;430;63595;63595;@kafukyu @mfkuepp @AnjoGenow @DrJanaSchroeder @Karl_Lauterbach @starkwatzinger @PrienKarin Geht in die Schule und macht den scheiß den ihr vor März 2020 gemacht habt. Fälscht unterschriften für Klausuren, sagt euer Hund hat die Hausaufgaben gefressen, schwänzt einzelne Unterrichtsstunden, aber bitte redet euch keine Langzeitfolgen ein 🤦‍♂️;Choose�
431;431;25197;25197;"@Bundeskanzler Wie erbärmlich und armselig! 

Das sind die Werte von denen Ihr immer erzählt?

 @spdde @MiRo_SPD @Bundeskanzler @ABaerbock @Ralf_Stegner Wer nicht bereit ist, nicht mal nur wirtschaftlich(!), Einbußen hinzunehmen, braucht nicht weiter bin irgendwelchen Werten faseln! #Verräter";Choose�
432;432;16335;16335;@till_steffen Schaut her - Sie sind ein verf... FASCHIST - und feiern das auch noch. Ich hoffe nur eins: Daß Sie dafür bezahlen müssen!;Choose�
433;433;37624;37624;@Erwin_Rueddel @schroeder_k Dieser ganze Irrsinn Lauterbachs muss nun endlich mal ein Ende haben! Es ist einfach nicht mehr auszuhalten! Um uns herum öffnen die Länder, die Menschen leben wieder ein normales Leben! Dieser Mann ist ein verrückter Narzisst, der komplett jegl. Bezug zur Realität verloren hat!;Choose�
434;434;76635;76635;@janoschdahmen Dein Name sagt schon alles : Dahmen = Demon!!! Die Ganze Drecks Regierung ist vom Teufel gesteuert und besessen!!!;Choose�
435;435;60056;60056;@Karl_Lauterbach @annewill Lügner!;Choose�
436;436;57195;57195;@thon_atze @helgelindh Besser korrupte Politiker und rechtes Pack ins Meer treiben zu den anderen wirbellosen Tieren.;Choose�
437;437;63555;63555;"@tiefseekeks @UnGeOMPf @Karl_Lauterbach Wie kann man nach 2 Jahren ""Plandemie"" so verschlossen sein, gar nichts zu schnallen, wenn man nicht selbst als Gekaufter mittendrin steckt.🤔selbst wenn man den Staatsmedien richtig folgt, erkennt man deutlich, wo der Hase langläuft. Die Verschwörungstheoreiker behalten Recht🤷‍♂️";Choose�
438;438;36732;36732;@HolzheuStefan @christophploss Das wäre für die #CDU und Hrn. @christophploss  natürlich ein No-Go, man will ja nicht die verbleibende Wählerschaft vergraulen...;Choose�
439;439;61739;61739;"@GeraldNeuwirth @DrPuerner @Karl_Lauterbach Jedesmal wenn ich diesen Stuss lese, dann weiß man - in der Bio hat der Clown ""Selbstdenker"" stehen";Choose�
440;440;82231;82231;"@TinoPfaff @Romanit34033617 @spdbt @GansGruen Ist Unsinn.

Sich in Fummel zu schmeißen, ne häßliche Perücke überzuwerfen und sich als Frau zu deklarieren, macht noch ganz lange, lange keine Frau.

Auch dann nicht, wenn umgebaut.";Choose�
441;441;68276;68276;@Dildo_me @StBrandner @JohannesNormann Lächerlich.;Choose�
442;442;78454;78454;@wegeheld @ABaerbock Wie ein Autounfall, meine Fresse.;Choose�
443;443;19953;19953;@MiRo_SPD Wenn man keine Ahnung hat sollte man einfach seine Fresse halten. Würde Ihnen bei diesem Thema gut zu Gesicht stehen;Choose�
444;444;24343;24343;@janoschdahmen @dieschmidt @till_steffen @MAStrackZi @KatrinHelling @DirkWieseSPD Lieber Grünen und eure Spießgesellen,  eure Impfpflicht könnt ihr euch in den Arsch schieben! Mein Baseballschläger steht bereit. Ich lasse mir diesen Terror nicht mehr gefallen. Versprochen!;Choose�
445;445;48174;48174;@Karl_Lauterbach Wiesel! Als ob nicht jedes Bundesland einfach den Hotspot ausruft. Was. Stimmt. Mit. Euch. Nicht. WAS! Verlogene Dreckspolitik. @Die_Gruenen @spdde @fdp #GruenerMist #Ampelkoalition;Choose�
446;446;4032;4032;@miquelon1948 @DietmarBartsch @KaOsSchweiz Block wofür? Da fehlt mir das Verständnis, sorry.;Choose�
447;447;67709;67709;@SandroSchreine1 @RogerBeckamp @AfD Es gibt überall Ausreißer;Choose�
448;448;28538;28538;@MarcoBuschmann Ja, wäre alles schön und richtig, gäbe es nicht die guten und die bösen #Kriegsverbrecher . Haben Sie vergessen, was die #USA  und ihre Verbündeten im #Irak  und #Afghanistan  angerichtet haben? Haben Sie jemals ein Wort darüber verloren? Und das ist Ihr Glaubwürdigkeitsproblem;Choose�
449;449;63378;63378;@Karl_Lauterbach Ja ne,is klar jetzt die 4 so langsam reicht es aber, wie viel Geld bekommen sie von denen. Andere Länder machen wieder alles auf, nur die dummen deutschen machen den Mist mit. Ist nur noch die Frage wie lange noch.;Choose�
450;450;16075;16075;@GrueneBundestag @julia_verlinden @Ingrid_Nestle Ekelhaft diese grünen Schwätzer. Da brechen sogar die Schafe 🐑;Choose�
451;451;9551;9551;@WIRTSCHAFTakut @ABaerbock @katdro @GoeringEckardt @IreneMihalic @BriHasselmann @RenateKuenast @SkaKeller @bueti @MiKellner @Dzienus @cem_oezdemir @Die_Gruenen Und viel teurer wird es für den Bürger auch. Die Werte sind schon über Bord. Willkommen in der Realität. Uns wird diese Regierung sehr teuer zu stehen kommen. Wer hält dagegen?;Choose�
452;452;21813;21813;"6/
Oh das #Video ⏫ wurde hier auf #Twitter nicht angezeigt...
Ich Versuche es hier nochmals zu posten...hoffe man kann diesen #Navalny~Freak gut erkennt. 
(@OlafScholz)(@c_lindner)
[#Deutschland #Russland 
#Ukraine #Russia #Putin 
#NATO. ] 
🔸#Video ~#link /#Tweet 5 ↕️ https://t.co/r1rRX0Yv6Z";Choose�
453;453;71372;71372;@BriHasselmann So viele Nichtskönner auf einem Bild. Bravo;Choose�
454;454;1232;1232;@katjakipping Das war doch klar,oder? Das nach der Wahl für die eigenen Bürger kein Geld mehr da ist war vorrauszusehen!Für andere Regierungen  anderer Länder, Hunderttausende Millarden,für Erwachsene Männer die uns schon  2015 als Kinder verkauft wurden ,schon ungefähr über 60000 Milliarden !;Choose�
455;455;11713;11713;@Ricarda_Lang Das die Grünen das Bürgergeld innerhalb von Sekunden zugunsten der FDP fallen lassen hat, ist Betrug an den Wählern. Die Erhöhung der Pendlerpauschale und dieser Witz von Mobi-Pauschale toppt dann alles. Rentner, Geringverdiener, Menschen auf dem Land, gehen leer aus. Schämt euch;Choose�
456;456;76419;76419;@reinerrudolph @danielRndmNmbrs @_MartinHagen @janoschdahmen Alter Schwede bist du ein Idiot. Sperr dich weg.;Choose�
457;457;21605;21605;"@hartaberfair @DasErste @MiRo_SPD @SabFis3 @ULielischkies @gaborsteingart @MelnykAndrij &gt;&gt; Wir wollen die Front im Atlantik begraben. 🙂

Die Nato ist das Problem und nicht die Lösung.
https://t.co/sHULqrfpEX";Choose�
458;458;7148;7148;@skysnotalimit @Karl_Lauterbach @Beatrix_vStorch @GansGruen Kannst du einfach mal deine Fresse halten!!!!!!!! 🤮🤮;Choose�
459;459;41899;41899;"@Karl_Lauterbach Dein Gerede nützt uns nichts. 

So eine Rede ist ja auch schwer verständlich mit dem Kopf im Arsch von @c_lindner !";Choose�
460;460;68202;68202;@ARD_BaB @Tino_Chrupalla Was soll der Putin-Stiefellecker denn auch sonst sagen? An der Geldzitze Russlands miss man auch des Lied singen.;Choose�
461;461;70458;70458;@MatthiasGastel Dieser miese Grüne Bundestagsabgeordnete ist zu faul, um Schreiben von Bürgern zu beantworten. Volksnähe zeichnet diese Undemokraten, die wir mit unseren Steuergeldern durchfüttern müssen, nicht aus. Schmarotzer;Choose�
462;462;49580;49580;@____Jeannette @Karl_Lauterbach Was hat des mit der Inzidenz zutun du blöde schla… schließ dich Zuhause ein und geh den Leuten nicht auf den Sack.;Choose�
463;463;53483;53483;@BMG_Bund @Karl_Lauterbach Euer Dreck kommt nicht in meinen Körper. Punkt.;Choose�
464;464;17074;17074;@yooHannes Sie sind ein Verbrecher! Mehr Verachtung für Sie kann man gar nicht empfinden...;Choose�
465;465;78717;78717;@DocPunko @Watch_Greens @ABaerbock Wir werden uns die nächsten Jahre umsehen. Keine Chance mehr auf warme Wohnungen, jedenfalls nicht für Geringverdiener. Das haben wir uns mit einer linksgrünen Energiepolitik kaputt gemacht;Choose�
466;466;13488;13488;"@GrueneBundestag @svenlehmann Ich muss ja auch nicht spenden. Ist ohnehin ein Rattenschwanz dran, der mich abschreckt.
Nicht spenden zu dürfen ist für mich als Schwuler Mann die geringste aller Sorgen.";Choose�
467;467;16057;16057;"@GrueneBundestag @GansGruen @nyke_slawik @ulle_schauws @lime_green_leni @LamyaKaddor @KonstantinNotz @MariaKlSchmeink @svenlehmann Keiner bekommt dadurch unnötige Steine in den Weg gelegt wenn man das einfach durchzieht. Kümmert euch lieber darum, dass das Begutachtungssystem des MDKs besser wird. 

Das sind unabhängig von jeder Erkranken die waren Miesepeter.";Choose�
468;468;53821;53821;"@Dennis_Hohloch @Karl_Lauterbach Mit der #AfD hätte es ein Vielfaches an Toten gegeben. Was mich freut: Die Einstufung der AfD als #Verdachtsfall steht bevor. Die Flasche Champagner steht schon bereit.
#afdverbotJETZT";Choose�
469;469;66548;66548;"@GottfriedCurio Meine Güte haben Sie ein Battle mit Herrn Lindemann laufen..
Wer die absurdesten Tweets raus haut?
#afdverbotJETZT";Choose�
570;570;14132;14132;@RenateKuenast Ja das denken die 500 Menschen die heute eine Straffanzeigen bekommen oder ihren Führerschein abgeben müssen, trotz nüchterner Fahrt ganz sicher auch. Die werden ganz klar sagen, Demokratie am Arsch! Denn die gilt anscheinend nicht für alle. #EntkriminalisierungSofort;Choose�
571;571;27179;27179;@CikaCrni21 @derya_tn Typisch Twitter: 50 Leute würden gern empatisch an einem Thread partizipieren, aber das geht nicht, weil ein Idiot alle anderen mit Herumgetrolle terrorisiert.;Choose�
572;572;57735;57735;@mesarosch @MarcoPoloTH Tja, mal bist der Hund, mal der Baum;Choose�
573;573;18341;18341;"@plantsman420 @KeyEmCh @tj_tweets @spdde @larsklingbeil Ja genau: bei RT bezahle ich, indem ich danach Putin-Propagandist bin.

Das System ist so absolut korrupt!

Ja: es gibt guten Journalismus - aber weniger und deswegen weniger divers als früher. Und er erreicht zu wenige.";Choose�
574;574;77310;77310;@BriHasselmann Grün=Braun;Choose�
575;575;71182;71182;@KathrinAnna Wenn #Grüne über Faschisten reden... Und selbst kein Stück besser sind als die #AFD;Choose�
576;576;5712;5712;@Beatrix_vStorch Das Zeitalter der Volltrottel ist da.. Muß Mann sich nur anpassen.;Choose�
577;577;43008;43008;@KatjaMast Das ist alles grosser Mist! Es gibt Männer und Frauen ! Punkt!;Choose�
578;578;2878;2878;@HansPeterGustaf @darioschramm @SWagenknecht Niemanden interessiert der Bullshit den du hier von dir gibst, Hackfresse;Choose�
579;579;72732;72732;@norden_willi @Sprachlos12 @ARD_BaB @emiliafester Sagt mir irgendein random Arschloch aus dem Internet... 😅😅😅;Choose�
580;580;8464;8464;@einzorn @Ricarda_Lang @Gruene_Saar Total… so war es… überall die Nazis… eine widerliche Beschuldigung! Vor allem wenn sie letzten Wahlfälschungen von Sympathisanten der Grünen ausgingen sie mir bekannt sind. Und Opfer die Scheiss AfD war. Man muss auch mal verlieren können…;Choose�
581;581;79714;79714;@johannawagner57 @BiffoBoffo @FeindSender642 @konsfeist @ABaerbock Ja sichi, genau so ist es abgelaufen… also wenn man den irren Behauptungen und der Nazi-Propaganda der Russen glauben will, wobei man dafür echt bescheuert oder ignorant sein!;Choose�
582;582;2171;2171;@SWagenknecht Einfach mal Schnauze halten Russentroll*in #Dummerchen;Choose�
583;583;79578;79578;@GoeringEckardt @ABaerbock Meine fresse , das kann echt nur noch versteckte Kamera sein und Satire oder soll das euer ernst sein ???HILFE;Choose�
584;584;7337;7337;"@Alice_Weidel Ohhh Frau Weidel meldet sich mal wieder zu Wort. Die #HaltDieFresseBild bildet halt immer noch nicht.
Wann zieht die #afd endlich die Reißleine, löst sich auf und verschwindet in der Versenkung damit die deutschen Bürger dieses braune Gewäsch nicht mehr ertragen müssen?";Choose�
585;585;25226;25226;@USkolebuss @GustavAHorn @schnellenbachj @Ralf_Stegner Das ist nicht lächerlich, das ist zynisch;Choose�
586;586;49263;49263;@Die_Insider @Karl_Lauterbach Und ich dachte immer das diese fanbase zu Panik Karl nen fake ist aber hier findet man sie alle die den Typen und die Regierung in den arsch kriechen 😂;Choose�
587;587;37001;37001;"@Erwin_Rueddel Bitte, doch nicht auf den Hobby- und Möchtegern-Wissenschaftler @stohr_klaus  hören! Also das sollte sich doch wohl inzwischen herumgesprochen haben, dass dieser Mann nur Fakten leugnet oder verdreht!!
#Coronavirus";Choose�
588;588;48199;48199;@minju7s @t_guerilla @IFjagga @Karl_Lauterbach Bitte was? Deine Follower halten dich bestimmt für Terence Tao aber du schreibst einfach nur dummen Mist! Quote: …aus privater und beruflicher Überzeugung dem GG verpflichtet, aber…. 🤦🏻;Choose�
589;589;35708;35708;@MKreutzfeldt @n_roettgen Weil es dumm wäre! Erst einmal sollte d Hintergründe zum Konflikt erhellt werden! Was hat z.B. d Ami den UKR versprochen? Es muß etwas gegeben haben, das Putin zu solch einer Kurzschlußreaktion gebracht hat doch in d UKR zu gehen.;Choose�
590;590;23925;23925;@RaulSemmler @OlafScholz @AufstandLastGen @DanniPilger @Tagesspiegel @sixtus @dpa @Reuters @RND_de @JoergAltSJ Oh Gott, ich liebe den Moment in dem der fleißige Mann die gelbe Jacke mit dem Fuß fixiert, um die andere Nervensäge von der Straße zu ziehen....;Choose�
591;591;2571;2571;@SWagenknecht Einfach mal die Fresse halten. Wann merken Sie es???  Wo bleibt eigentlich zumindest die ernstgemeinte Distanzierung von Entnazifizierung eines jüdischen Präsidenten? Nicht mal das kommt über Ihre Lippen sie Heuchlerin;Choose�
592;592;2677;2677;@mauerbrand @SusanneHennig @dieLinke Man du Träumer darum geht es Putin nicht. Der will ein gross Russland. Der scheißt auf keine NATO in der Ukraine. Aber He mm ach ruhig so weiter wir schaffen noch die 1 Prozent in NRW.;Choose�
593;593;31254;31254;"@____J_D____ @LechBua @AnAudretsch @janoschdahmen @dieschmidt @KatrinHelling @MAStrackZi @DirkWieseSPD Ich hab mir mal deine TL angesehen, und mit „intellektuelle Wüste“ ist das Elend wohlwollend beschrieben.

Ich duelliere mich nicht mit Unbewaffneten. Du bist intellektuell nicht satisfaktionsfähig. In leichter Sprache: du bist mir schlicht zu blöd.

Aus. Mist. Ende.";Choose�
594;594;38416;38416;"@Frederi04925689 @HenrijsDE @Storch_i @_FriedrichMerz Klar, welcher Geringverdiener hat nicht 100ks an Anlagevermögen 😂😂
Sie verwalten wie du selbst bemerkt hast ""Vermögen"", also das Geld von hauptsächlich (schwer)reichen Menschen. Durch die EW wird ein Billionenvermögen an Natur bewahrt ohne welches wir nicht leben können";Choose�
595;595;51256;51256;"@AsiFinanz @oida_grantler @Karl_Lauterbach Absoluter schwachsinniger Nonsens.
Genau wegen Leuten wie ihnen steht Deutschland da wo es steht.";Choose�
596;596;19486;19486;@MaikScheler @MiRo_SPD Täter-Opfer-Umkehr. Du bist ne Pappnase.;Choose�
597;597;37491;37491;@CDU @_FriedrichMerz @MarioCzaja @cducsubt Nachtwächter;Choose�
598;598;66190;66190;@StBrandner Sie Hetzer!;Choose�
599;599;55990;55990;@BieneMa73471532 @AryaBlack73 @Karl_Lauterbach Und schon geblockt. Lächerlich!;Choose�
600;600;65225;65225;"@StBrandner #Brandner #AfD 🗣️ Für eine Handvoll Rubel:
Fettige Haare, Saufen, Fressen, Saufen und ein blonder Mops...  🚀🚀🚀
Gab es sonst noch etwas? https://t.co/Xvqykg7lJ5";Choose�
601;601;70916;70916;Es ist wirklich ekelhaft zu sehen, wie dieser machohafte alte Knilch @_FriedrichMerz an Arroganz kaum zu überbieten ist. Keinen einzigen Millimeter kann der ewig gestrige @ABaerbock das Wasser reichen. Und davor hat er panische Angst! https://t.co/jXxPdKF6PB;Choose�
602;602;43819;43819;"@KuehniKev @larsklingbeil Ihr wollt die Flüchtlinge nicht schützen. Dafür sorgen Ehrenamtliche, Privatleute....eine Registrierung würde sie ebenfalls schützen. Das wisst ihr, das wissen wir!
Ihr wollt nicht, ihr könnt es nicht. !Murcks. Same Zuschuss für Bürger nur nicht alle!! Ach doch, Ihr natürlich";Choose�
603;603;9369;9369;"@WalterKnepel @LyllithB @KonstantinNotz Die selben Leute die heute Putin als Hitler bezeichnen und rumheulen, das er den Weltfrieden bedroht, haben DIE SELBE SHOW bei Saddam Hussein abgezogen.
Dafür wurden ja erst die Massenvernichtungswaffen erfunden, die er nie besessen hat. Sag mal bist du noch im Tiefschlaf?";Choose�
604;604;76760;76760;@MoonchildLunaa @emmiweberwebde1 @FrauHasenherz @RotesSteinhaus @GansGruen @GeorgineKellerm Ich bin für das Selbstbestimmungsgesetz, aber mit gewissen Schranken. Bin selbst durch 35 Monate Therapie und 6 Ablehnungen GaOp. Das wünsche ich nicht meinem Feind. Doch ich bin vor meiner Op auch nie in Frauenumkleide gegangen. Das ist für mich ein NoGo.;Choose�
605;605;36870;36870;"@n_roettgen Geld? Du Verräter meinst die Kohle, die die fuck Regierung der Deutschen Bevölkerung aus der Tasche zieht?

#MeinEid #Grundgesetz #BWahlGe Verbrecher https://t.co/H29dYM7S4X";Choose�
606;606;26509;26509;@WeiseKai @ronzheimer @BILD @MelnykAndrij @Ralf_Stegner @ManfredWeber @SLagodinsky An den Kommentaren von Putins Freunden hier, die behaupten, die Ukrainer, kann man sehen, dass tief im ihren Inneren sind sie selbst Betrüger, weil sie es genauso gemacht hätten. Und die Russen tun es auch so- lügen,was das Zeug hält. Projektion, gatt nach Freud.;Choose�
607;607;11201;11201;"@cibis_kus @gabimanuela41_4 @bubasfeet @LadyBella20201 @Ricarda_Lang Na der Wind bläst keine fetten Ärsche. Nichtmal auf dem Schulhof. Wer sich so aus der Form frisst, muss halt auch hart im nehmen sein. Oder mal ne Mahlzeit auslassen; dann klappts auch mit der Bikini-Figur. Bis Sommer 24";Choose�
608;608;85191;85191;@GoeringEckardt @janoschdahmen Bitte? Voshaar hat ihm verbal aber mal so richtig den Arsch versohlt. Ihre grüne Wahrnehmung ist echt im Eimer.;Choose�
609;609;79542;79542;@SPutinism @EU_Commission @OlafScholz @ABaerbock War schon seit 2014 so und keiner wollte das wahr haben. Das es jetzt immer noch so ist, ist nicht anders als unsere moralische, menschliche Bankrotterklärung. Die Einsiedler und klein-denkerischen Egoisten unter uns wirds natürlich freuen.;Choose�
610;610;37081;37081;@n_roettgen Ob ihr teamtwittert oder sie selber. Was sie in der Sendung gerade alles für einen Mist erzählen ist eine Schande für die deutsche Politik. Verdrehen leugnen umdrehen. Und selber nicht dazu stehen dass man vollkommen verkehrt gelegen hat. Meine Güte sind sie peinlich #annewill;Choose�
611;611;73161;73161;"@GoeringEckardt @emiliafester @janoschdahmen Also den linksgrünen Öko Populismus beherrscht die junge Göre schon sehr gut.

Aber in Sachen Populismus macht den Grünen im Deutschen Bundestag so schnell keiner was nach und das muß man vor allem den jungen Grünen, die noch grün hinter den Ohren sind, schon sehr hoch anrechnen.";Choose�
612;612;66941;66941;@andreasbleckmdb @bundestag_tweet Stabil moralisch verkommen. No News here.;Choose�
613;613;37911;37911;@A_bak030 @_FriedrichMerz Schließen Sie von sich auf andere? Ihre Scheiße braucht und will keiner hören...;Choose�
614;614;41815;41815;@sirman1708 @campact @c_lindner Oh wow! Der Mann unterstützt die Wirtschaft wie jeder arbeitende Bürger. Wenn sein Geschäft einbricht, was vielen passieren könnte, hat die Wirtschaft auch nichts davon. Wie soll man den ganzen alternativen Kram wie Windräder denn transportieren? Auf fliegenden Teppichen?;Choose�
615;615;58590;58590;@AndreasHoev @Karl_Lauterbach Moment, also Durchseuchung bei Kindern nicht erlaubt? Impfung unter 5 nicht vorhanden. Lösung: Masken ein Leben lang? Sag mal, wie viel Müll darf dieser Mensch noch von sich geben bevor er endlich entmachtet wird? Kinder- und Menschenfeind!;Choose�
616;616;32195;32195;@kristine_lutke @AnikoMerten @ria_schroeder @Valentin_C_Abel @MartinGassner Meine Fresse. Für so viel Achtung, wie ich gerade vor der FDP verloren haben, benötigt sie sonst mehrere Wochen fortgesetzte Coronapolitik.;Choose�
